Customer_Age,Education_Level,Income_Category,Months_on_book
45,Uneducated,Less than $40K,38
37,Graduate,$80K - $120K,18
46,Graduate,Unknown,40
50,High School,Less than $40K,46
45,Graduate,Less than $40K,34
43,High School,$80K - $120K,36
50,High School,Less than $40K,36
42,College,$40K - $60K,36
49,Graduate,$80K - $120K,42
50,Graduate,$40K - $60K,43
49,College,$40K - $60K,36
43,Graduate,$80K - $120K,36
49,Graduate,$40K - $60K,42
42,College,$40K - $60K,37
42,College,$80K - $120K,26
43,Graduate,$120K +,23
42,Doctorate,Less than $40K,36
43,Uneducated,$60K - $80K,36
47,High School,$60K - $80K,29
43,High School,Less than $40K,39
47,Graduate,Unknown,34
44,Graduate,$60K - $80K,37
42,High School,Less than $40K,36
49,High School,Less than $40K,39
48,High School,$80K - $120K,44
44,Doctorate,$120K +,31
42,Doctorate,Less than $40K,30
50,Uneducated,Less than $40K,43
35,High School,Less than $40K,26
47,High School,$60K - $80K,39
41,Post-Graduate,$80K - $120K,33
43,College,$120K +,37
42,Graduate,Less than $40K,34
49,Doctorate,$40K - $60K,43
46,Uneducated,$120K +,27
47,Graduate,$60K - $80K,38
47,High School,$60K - $80K,36
40,Post-Graduate,$40K - $60K,25
43,Graduate,Less than $40K,30
48,Graduate,Less than $40K,41
41,Graduate,Less than $40K,30
40,College,$40K - $60K,20
33,Doctorate,$120K +,23
47,High School,Less than $40K,39
46,College,$60K - $80K,38
44,Doctorate,Less than $40K,36
48,Graduate,Less than $40K,36
48,Graduate,Less than $40K,42
48,Uneducated,Unknown,44
50,College,Unknown,36
35,High School,$40K - $60K,19
35,Graduate,Less than $40K,22
50,High School,Less than $40K,36
31,Post-Graduate,Less than $40K,19
42,Graduate,$60K - $80K,22
45,Post-Graduate,Unknown,37
45,Graduate,Less than $40K,33
45,High School,$40K - $60K,26
38,Uneducated,$40K - $60K,31
47,Graduate,Less than $40K,39
38,Graduate,$80K - $120K,25
42,High School,Less than $40K,36
35,College,Less than $40K,25
48,College,Less than $40K,36
41,High School,$120K +,28
49,Graduate,$40K - $60K,36
39,Uneducated,Unknown,27
47,High School,$40K - $60K,32
42,High School,Less than $40K,24
50,Graduate,Less than $40K,37
48,Post-Graduate,$60K - $80K,34
47,Doctorate,Less than $40K,37
45,Doctorate,Unknown,33
37,High School,$60K - $80K,21
50,Graduate,Less than $40K,43
39,Graduate,Less than $40K,29
40,Uneducated,Less than $40K,27
39,College,$120K +,30
32,Graduate,Less than $40K,36
47,Post-Graduate,$40K - $60K,40
48,Graduate,$60K - $80K,42
45,College,$80K - $120K,31
45,High School,Less than $40K,33
41,Graduate,$40K - $60K,33
50,High School,$120K +,38
46,Uneducated,$60K - $80K,33
42,Uneducated,Less than $40K,22
41,Uneducated,Less than $40K,32
36,Uneducated,Unknown,23
46,Graduate,Less than $40K,27
42,Uneducated,Less than $40K,38
38,Graduate,$40K - $60K,36
29,Uneducated,Less than $40K,18
45,Graduate,Less than $40K,36
47,Doctorate,Less than $40K,37
43,High School,Less than $40K,31
40,Uneducated,Less than $40K,35
45,Graduate,Less than $40K,34
43,Graduate,Less than $40K,36
39,High School,$40K - $60K,28
40,High School,$40K - $60K,28
38,High School,Unknown,27
38,Graduate,$120K +,29
40,Uneducated,Less than $40K,34
45,Graduate,$60K - $80K,36
41,Graduate,$40K - $60K,36
44,College,Less than $40K,34
39,Graduate,$40K - $60K,36
50,Uneducated,Less than $40K,37
44,Graduate,Less than $40K,36
40,Graduate,Less than $40K,29
44,Uneducated,Less than $40K,36
40,Uneducated,Unknown,36
41,Graduate,$120K +,35
45,High School,Less than $40K,36
40,Post-Graduate,Less than $40K,32
49,High School,Less than $40K,36
47,Graduate,$80K - $120K,40
42,Graduate,Less than $40K,36
41,Graduate,Less than $40K,28
43,High School,$120K +,37
40,Graduate,Less than $40K,20
45,High School,Less than $40K,35
43,High School,$120K +,23
48,Graduate,Unknown,40
46,Uneducated,$40K - $60K,30
41,Doctorate,Less than $40K,36
38,Post-Graduate,Less than $40K,32
44,Graduate,Unknown,36
35,Uneducated,Less than $40K,36
49,Graduate,Less than $40K,39
47,Graduate,Less than $40K,35
48,High School,$80K - $120K,36
50,Graduate,Less than $40K,44
44,Uneducated,$60K - $80K,36
37,Graduate,$40K - $60K,36
47,High School,Unknown,41
35,Graduate,Unknown,36
36,Graduate,$40K - $60K,18
32,Uneducated,Unknown,36
50,High School,Less than $40K,32
39,Post-Graduate,$40K - $60K,36
43,College,$80K - $120K,25
41,Graduate,Less than $40K,29
49,Graduate,Less than $40K,29
41,Graduate,$40K - $60K,31
48,Graduate,Unknown,29
50,Uneducated,$60K - $80K,43
43,Graduate,$60K - $80K,28
34,Graduate,$40K - $60K,27
49,Graduate,Less than $40K,38
44,Graduate,Less than $40K,40
46,College,Less than $40K,36
39,Graduate,$60K - $80K,36
49,Doctorate,Less than $40K,40
40,High School,$80K - $120K,34
49,College,Less than $40K,36
46,Graduate,$60K - $80K,36
45,Graduate,Less than $40K,36
44,Graduate,Less than $40K,36
49,Graduate,$40K - $60K,36
41,Graduate,Less than $40K,24
41,High School,$80K - $120K,29
39,Uneducated,$80K - $120K,27
41,Graduate,Less than $40K,23
44,Graduate,Less than $40K,37
43,Graduate,$80K - $120K,29
38,Graduate,$80K - $120K,25
48,High School,Less than $40K,37
50,High School,$80K - $120K,36
30,Graduate,Less than $40K,36
41,Uneducated,$80K - $120K,31
43,Post-Graduate,Less than $40K,30
48,Graduate,$60K - $80K,38
41,Post-Graduate,$40K - $60K,29
47,High School,Less than $40K,36
47,College,Less than $40K,38
44,High School,Unknown,31
47,High School,Less than $40K,36
49,College,$60K - $80K,41
35,Uneducated,Less than $40K,36
40,Graduate,Less than $40K,29
44,College,$60K - $80K,30
46,Uneducated,$60K - $80K,34
40,High School,$80K - $120K,36
41,High School,Unknown,28
43,High School,$40K - $60K,25
42,Uneducated,Less than $40K,29
50,High School,Less than $40K,40
46,Graduate,$40K - $60K,34
39,College,$80K - $120K,29
44,Graduate,$80K - $120K,31
43,Uneducated,Less than $40K,36
48,College,Less than $40K,36
41,High School,Unknown,36
47,Graduate,$80K - $120K,41
50,College,Less than $40K,41
47,College,Less than $40K,36
47,College,$60K - $80K,41
47,High School,Unknown,39
47,Doctorate,$60K - $80K,36
44,Uneducated,$80K - $120K,29
41,Uneducated,Less than $40K,30
47,Uneducated,Less than $40K,36
47,Uneducated,$40K - $60K,36
41,Graduate,$60K - $80K,36
44,Graduate,$80K - $120K,36
44,Doctorate,Unknown,39
44,High School,Less than $40K,38
49,Uneducated,$60K - $80K,44
47,Post-Graduate,$40K - $60K,33
44,High School,Less than $40K,36
42,Uneducated,$40K - $60K,30
42,High School,$60K - $80K,36
40,Uneducated,$40K - $60K,28
47,Graduate,Less than $40K,43
44,Uneducated,$40K - $60K,30
41,High School,$40K - $60K,26
42,Uneducated,Less than $40K,38
45,College,Less than $40K,36
49,High School,$60K - $80K,40
42,Post-Graduate,Less than $40K,26
48,Doctorate,Unknown,24
45,Graduate,Less than $40K,38
41,Uneducated,Less than $40K,30
45,College,$60K - $80K,29
44,High School,Less than $40K,37
47,Uneducated,$40K - $60K,30
50,High School,$120K +,37
43,Graduate,$120K +,31
46,Graduate,Less than $40K,28
49,Uneducated,Unknown,36
31,Post-Graduate,Less than $40K,36
40,Graduate,Less than $40K,29
32,Post-Graduate,$40K - $60K,24
45,High School,$40K - $60K,37
34,Uneducated,$40K - $60K,27
49,Graduate,Less than $40K,39
40,College,$80K - $120K,36
49,High School,$40K - $60K,39
44,Graduate,$80K - $120K,37
47,Graduate,$60K - $80K,39
47,High School,Less than $40K,41
41,High School,$60K - $80K,36
33,Post-Graduate,Unknown,25
47,Doctorate,$60K - $80K,36
46,High School,Unknown,36
43,Graduate,Less than $40K,36
39,High School,$60K - $80K,32
42,High School,Unknown,37
45,Graduate,Less than $40K,26
45,Post-Graduate,Less than $40K,36
41,Doctorate,Less than $40K,31
49,Uneducated,Less than $40K,44
48,Uneducated,$40K - $60K,36
39,High School,$40K - $60K,28
48,Uneducated,$40K - $60K,36
39,Uneducated,$40K - $60K,34
48,College,Unknown,38
33,Uneducated,$40K - $60K,15
48,Graduate,Less than $40K,36
49,Uneducated,$60K - $80K,35
43,Doctorate,Less than $40K,29
42,Graduate,$40K - $60K,27
42,Graduate,Less than $40K,37
45,Doctorate,$120K +,36
39,High School,Less than $40K,32
38,Uneducated,$120K +,30
45,Uneducated,Less than $40K,38
42,Uneducated,Less than $40K,36
49,Doctorate,Less than $40K,42
44,Uneducated,Less than $40K,32
48,College,Unknown,37
46,Graduate,Unknown,36
37,Graduate,Less than $40K,36
44,High School,$120K +,33
48,Uneducated,Less than $40K,37
47,College,$80K - $120K,38
46,High School,$40K - $60K,37
46,Doctorate,Less than $40K,34
43,Uneducated,Less than $40K,25
44,College,$40K - $60K,34
50,High School,$60K - $80K,35
49,College,$120K +,41
46,Graduate,Unknown,36
48,College,Less than $40K,35
39,Graduate,Less than $40K,33
45,High School,Unknown,34
40,Graduate,$80K - $120K,21
43,College,$80K - $120K,24
33,High School,Unknown,15
45,Uneducated,$60K - $80K,35
49,High School,Less than $40K,39
38,Doctorate,Less than $40K,26
43,Uneducated,$120K +,31
42,Uneducated,Less than $40K,36
42,Uneducated,Less than $40K,32
39,Doctorate,Less than $40K,36
48,Uneducated,$40K - $60K,44
39,Uneducated,Less than $40K,36
39,Graduate,$40K - $60K,26
48,Graduate,$40K - $60K,31
44,High School,Less than $40K,34
41,College,$40K - $60K,37
42,High School,$80K - $120K,36
49,High School,$60K - $80K,29
38,High School,Less than $40K,22
33,Uneducated,$40K - $60K,18
45,Graduate,Less than $40K,32
41,Doctorate,Less than $40K,36
40,High School,$40K - $60K,28
34,College,Less than $40K,16
42,Uneducated,$60K - $80K,36
38,High School,$40K - $60K,31
41,Uneducated,Less than $40K,31
45,Graduate,$40K - $60K,36
41,Graduate,Less than $40K,27
50,College,$80K - $120K,33
47,Graduate,$80K - $120K,41
41,Graduate,Less than $40K,32
46,High School,Less than $40K,39
48,Graduate,Less than $40K,40
46,Uneducated,$40K - $60K,36
46,High School,Less than $40K,36
49,High School,$40K - $60K,33
47,Uneducated,Less than $40K,36
42,Uneducated,$80K - $120K,36
41,Graduate,$80K - $120K,35
39,College,$40K - $60K,28
42,High School,$40K - $60K,30
40,Uneducated,$80K - $120K,29
48,Uneducated,Less than $40K,38
48,Graduate,$80K - $120K,37
50,Graduate,Unknown,36
37,Graduate,Less than $40K,30
39,High School,Unknown,36
47,High School,$80K - $120K,36
30,Uneducated,Less than $40K,19
34,Graduate,Unknown,24
49,Uneducated,Less than $40K,36
50,High School,$80K - $120K,36
32,Post-Graduate,Less than $40K,16
50,Post-Graduate,Unknown,36
40,Graduate,$80K - $120K,36
34,Graduate,Less than $40K,29
45,College,$60K - $80K,26
45,High School,Unknown,25
45,College,Less than $40K,37
43,Uneducated,Less than $40K,36
47,Graduate,Less than $40K,37
42,Uneducated,Less than $40K,23
44,High School,$80K - $120K,37
43,Post-Graduate,$120K +,36
44,Graduate,Less than $40K,36
50,Post-Graduate,$40K - $60K,41
42,Graduate,Less than $40K,35
49,Uneducated,Unknown,36
42,Graduate,Unknown,36
44,Graduate,Less than $40K,27
47,Graduate,Less than $40K,37
44,Graduate,Less than $40K,36
37,Graduate,$80K - $120K,29
49,Graduate,Less than $40K,38
38,High School,$40K - $60K,31
49,Graduate,Less than $40K,36
41,Graduate,$80K - $120K,27
39,Uneducated,$80K - $120K,36
38,High School,$80K - $120K,29
50,Uneducated,$120K +,40
44,Graduate,Unknown,37
47,Graduate,Less than $40K,36
42,Uneducated,Unknown,30
45,Graduate,Less than $40K,36
42,College,Less than $40K,36
50,Graduate,$80K - $120K,31
49,Uneducated,Less than $40K,36
38,Graduate,Less than $40K,25
49,Graduate,Unknown,38
43,Graduate,Less than $40K,38
43,Graduate,$80K - $120K,28
43,High School,Unknown,36
43,Post-Graduate,$40K - $60K,24
49,Uneducated,$60K - $80K,42
46,High School,Less than $40K,41
46,Graduate,$40K - $60K,34
33,Graduate,Less than $40K,20
41,High School,$40K - $60K,33
41,Graduate,Less than $40K,29
50,Uneducated,Less than $40K,37
36,Graduate,Less than $40K,36
39,High School,Less than $40K,27
38,Uneducated,Less than $40K,26
46,Graduate,Less than $40K,39
40,High School,Less than $40K,36
43,Uneducated,Less than $40K,36
29,Uneducated,Less than $40K,36
48,Doctorate,$40K - $60K,35
44,College,Unknown,36
35,Uneducated,Unknown,29
48,Uneducated,Less than $40K,36
26,Graduate,Less than $40K,36
39,Graduate,Less than $40K,29
38,College,$80K - $120K,36
37,Uneducated,Less than $40K,36
39,Uneducated,Less than $40K,36
36,High School,$40K - $60K,30
39,Uneducated,Unknown,36
46,Graduate,$80K - $120K,31
40,Graduate,Unknown,25
42,High School,$40K - $60K,29
43,Graduate,Less than $40K,38
43,Post-Graduate,$60K - $80K,37
47,Graduate,Less than $40K,27
49,Graduate,Unknown,42
48,Uneducated,Less than $40K,41
47,Graduate,Less than $40K,34
48,Post-Graduate,$40K - $60K,36
36,High School,$40K - $60K,36
49,Uneducated,Less than $40K,36
43,Graduate,Less than $40K,37
49,Graduate,$40K - $60K,38
50,Doctorate,Unknown,46
46,High School,Less than $40K,41
35,Uneducated,Unknown,29
44,Graduate,Unknown,36
35,College,Less than $40K,31
45,Graduate,$80K - $120K,36
50,High School,$40K - $60K,43
37,High School,Unknown,28
44,College,$60K - $80K,36
35,Graduate,Less than $40K,21
42,Uneducated,$120K +,37
48,College,$40K - $60K,37
47,Doctorate,Less than $40K,36
39,Uneducated,Less than $40K,34
39,High School,$40K - $60K,30
48,High School,Less than $40K,34
34,Graduate,Unknown,19
47,Post-Graduate,Unknown,29
43,College,$40K - $60K,36
50,Graduate,Less than $40K,32
50,Post-Graduate,$40K - $60K,38
44,Graduate,Less than $40K,25
40,College,Less than $40K,22
40,Graduate,$60K - $80K,36
41,High School,Unknown,31
41,Graduate,Less than $40K,35
48,Uneducated,$40K - $60K,32
41,High School,$80K - $120K,35
38,Graduate,Less than $40K,36
50,Doctorate,$80K - $120K,36
40,Graduate,Less than $40K,30
39,Uneducated,Less than $40K,36
40,High School,Less than $40K,30
41,Graduate,$60K - $80K,34
35,Graduate,Less than $40K,36
48,Uneducated,$40K - $60K,43
43,High School,$40K - $60K,38
35,Graduate,Less than $40K,36
40,Graduate,Less than $40K,31
46,High School,Less than $40K,37
48,High School,$40K - $60K,36
32,Graduate,Less than $40K,20
42,Uneducated,Less than $40K,28
45,High School,$120K +,33
42,Graduate,Less than $40K,32
40,Uneducated,Less than $40K,24
40,High School,$40K - $60K,35
42,Graduate,$40K - $60K,37
49,Doctorate,$40K - $60K,39
43,Doctorate,$60K - $80K,28
48,Uneducated,Unknown,40
43,Graduate,Less than $40K,30
45,Graduate,Less than $40K,36
40,High School,Less than $40K,36
39,High School,Less than $40K,36
39,High School,$60K - $80K,27
40,Post-Graduate,$120K +,36
46,Graduate,Less than $40K,34
44,College,Less than $40K,39
44,Uneducated,Less than $40K,38
44,Graduate,$40K - $60K,36
50,Uneducated,Unknown,34
39,Graduate,Less than $40K,27
37,High School,Less than $40K,22
36,Graduate,$40K - $60K,22
37,Doctorate,$60K - $80K,31
39,Uneducated,$40K - $60K,36
40,Uneducated,Less than $40K,26
41,Doctorate,Less than $40K,31
46,Uneducated,$40K - $60K,35
45,High School,Less than $40K,36
38,Graduate,Unknown,21
37,Graduate,Unknown,30
39,College,Unknown,35
49,Post-Graduate,$80K - $120K,39
50,Uneducated,$120K +,23
44,Doctorate,Less than $40K,34
50,High School,$60K - $80K,46
49,Graduate,$40K - $60K,40
37,High School,$40K - $60K,27
41,College,Unknown,35
40,High School,Unknown,30
41,Graduate,Less than $40K,37
38,High School,Less than $40K,28
37,Graduate,$40K - $60K,24
41,Graduate,$40K - $60K,24
49,College,$60K - $80K,36
43,Graduate,$60K - $80K,34
47,College,Less than $40K,40
33,Graduate,Less than $40K,26
49,High School,Less than $40K,43
30,High School,Less than $40K,20
42,College,Less than $40K,28
48,College,$80K - $120K,31
43,High School,Less than $40K,36
45,Graduate,$80K - $120K,34
41,High School,Less than $40K,31
40,High School,$40K - $60K,29
48,Post-Graduate,$60K - $80K,36
44,Graduate,$40K - $60K,33
42,High School,$80K - $120K,32
46,Uneducated,Less than $40K,30
42,Graduate,Unknown,36
44,Graduate,Less than $40K,34
43,College,Less than $40K,36
50,Graduate,Less than $40K,38
43,High School,$40K - $60K,36
48,Doctorate,$40K - $60K,34
46,Post-Graduate,$60K - $80K,32
50,College,$40K - $60K,41
34,Uneducated,Unknown,21
47,High School,$40K - $60K,39
49,Uneducated,$80K - $120K,41
47,Graduate,Less than $40K,36
35,High School,Unknown,23
42,Post-Graduate,Less than $40K,34
49,Graduate,$120K +,29
41,Uneducated,$80K - $120K,33
44,Graduate,Less than $40K,33
48,College,$40K - $60K,37
46,Graduate,Less than $40K,38
44,Graduate,$40K - $60K,38
49,Graduate,$40K - $60K,35
48,Graduate,Less than $40K,36
48,College,$60K - $80K,30
38,Graduate,Unknown,33
34,Post-Graduate,Less than $40K,26
45,Graduate,$60K - $80K,34
33,Graduate,Less than $40K,17
43,High School,$40K - $60K,34
47,High School,$40K - $60K,34
41,College,Unknown,22
45,Uneducated,Less than $40K,40
50,College,$40K - $60K,45
45,College,Unknown,33
50,Graduate,Less than $40K,40
40,High School,Unknown,33
46,High School,Less than $40K,36
47,College,Less than $40K,36
50,Post-Graduate,$40K - $60K,43
43,Doctorate,$60K - $80K,33
46,College,$120K +,30
38,Doctorate,Less than $40K,28
49,College,Less than $40K,38
47,College,$60K - $80K,36
41,Uneducated,$40K - $60K,26
45,High School,$40K - $60K,35
44,Graduate,$40K - $60K,29
38,College,$60K - $80K,36
50,High School,$40K - $60K,45
48,Graduate,$60K - $80K,40
36,Uneducated,Unknown,36
45,Post-Graduate,Unknown,29
47,Doctorate,Less than $40K,36
40,College,Less than $40K,20
43,Post-Graduate,$60K - $80K,31
50,Graduate,Less than $40K,39
47,Graduate,$40K - $60K,35
34,Graduate,$40K - $60K,28
39,College,$40K - $60K,29
47,Graduate,Less than $40K,37
47,Uneducated,Less than $40K,41
37,High School,$40K - $60K,26
41,Uneducated,$40K - $60K,29
50,Graduate,Less than $40K,36
46,College,Unknown,35
41,Doctorate,Less than $40K,30
38,Graduate,Less than $40K,29
40,Doctorate,Less than $40K,30
41,Graduate,$80K - $120K,28
33,Graduate,Less than $40K,24
38,Graduate,Less than $40K,22
42,Post-Graduate,Less than $40K,36
44,High School,Less than $40K,29
44,Graduate,Less than $40K,32
47,College,Unknown,42
41,Uneducated,$80K - $120K,37
47,Uneducated,$120K +,36
48,Graduate,$80K - $120K,42
33,Uneducated,$40K - $60K,22
44,College,Less than $40K,31
43,Graduate,$40K - $60K,35
41,Graduate,$40K - $60K,36
50,Post-Graduate,$80K - $120K,36
33,High School,$80K - $120K,23
45,High School,$80K - $120K,36
44,High School,Less than $40K,31
48,Graduate,Less than $40K,38
49,College,$60K - $80K,39
47,Uneducated,$60K - $80K,36
50,Graduate,$80K - $120K,31
48,Doctorate,Unknown,37
46,College,Less than $40K,36
49,High School,Less than $40K,36
44,College,Unknown,38
40,High School,$80K - $120K,21
44,Doctorate,$120K +,39
39,Graduate,$120K +,28
43,Uneducated,$80K - $120K,34
37,High School,Unknown,18
35,Doctorate,$80K - $120K,30
49,Graduate,Less than $40K,35
49,Graduate,Less than $40K,39
41,Graduate,Less than $40K,31
43,High School,$60K - $80K,31
48,Graduate,Less than $40K,41
41,Graduate,$40K - $60K,32
40,High School,$40K - $60K,32
44,Uneducated,Unknown,37
48,College,Less than $40K,36
34,College,Less than $40K,20
44,Uneducated,Less than $40K,36
41,Graduate,Less than $40K,30
34,College,Less than $40K,22
41,Graduate,Less than $40K,33
37,Graduate,Less than $40K,28
49,Graduate,Unknown,38
40,Graduate,Unknown,27
36,College,Less than $40K,36
46,Graduate,$40K - $60K,26
47,Graduate,$80K - $120K,36
44,Doctorate,Less than $40K,34
46,High School,$40K - $60K,38
37,Graduate,$40K - $60K,24
47,Uneducated,$60K - $80K,36
46,High School,Less than $40K,33
45,Graduate,Unknown,37
50,Graduate,$120K +,43
43,Graduate,$40K - $60K,39
36,Post-Graduate,Less than $40K,26
46,College,$40K - $60K,34
40,High School,Less than $40K,27
42,Graduate,$60K - $80K,35
43,Graduate,Unknown,25
40,Uneducated,Less than $40K,30
49,Post-Graduate,Less than $40K,36
42,Graduate,Less than $40K,32
45,High School,Unknown,36
44,Graduate,$40K - $60K,38
46,High School,$80K - $120K,36
45,Uneducated,Less than $40K,39
42,Graduate,$60K - $80K,36
49,College,$120K +,43
44,Uneducated,$40K - $60K,28
37,High School,Less than $40K,36
43,High School,Less than $40K,33
38,High School,Unknown,24
44,High School,$60K - $80K,40
37,High School,$40K - $60K,27
48,Graduate,Less than $40K,43
39,Uneducated,Unknown,25
42,High School,Less than $40K,35
44,High School,$40K - $60K,35
36,Uneducated,Less than $40K,36
49,Graduate,$40K - $60K,36
42,High School,Less than $40K,31
48,Graduate,$80K - $120K,37
36,College,Unknown,26
45,Uneducated,Less than $40K,32
40,Graduate,$40K - $60K,28
48,Post-Graduate,Less than $40K,43
32,Post-Graduate,$40K - $60K,26
34,Uneducated,Less than $40K,36
46,College,Less than $40K,31
47,Uneducated,$40K - $60K,39
48,Graduate,$40K - $60K,38
45,Uneducated,$120K +,36
36,Graduate,Less than $40K,22
42,High School,Less than $40K,33
39,Graduate,Less than $40K,27
43,Uneducated,Less than $40K,36
48,Doctorate,Less than $40K,36
45,Graduate,Less than $40K,38
42,Graduate,Unknown,34
49,Graduate,Less than $40K,34
42,Uneducated,Less than $40K,36
43,Uneducated,Less than $40K,36
49,High School,Less than $40K,42
44,High School,$60K - $80K,36
48,Graduate,$40K - $60K,33
44,High School,Unknown,37
46,High School,$60K - $80K,29
49,High School,$40K - $60K,43
35,Doctorate,Less than $40K,30
50,Uneducated,$120K +,36
47,Graduate,$120K +,36
45,High School,$80K - $120K,36
41,High School,Less than $40K,30
28,Graduate,Less than $40K,23
50,College,Less than $40K,36
44,Graduate,Less than $40K,36
46,Graduate,Unknown,40
48,Uneducated,$60K - $80K,42
48,Graduate,$40K - $60K,41
43,Graduate,$40K - $60K,31
41,Graduate,$60K - $80K,31
35,Doctorate,Less than $40K,36
48,High School,Less than $40K,36
45,High School,$40K - $60K,36
35,Uneducated,Less than $40K,36
48,Graduate,Less than $40K,35
46,College,Unknown,27
39,Graduate,$60K - $80K,26
41,College,Less than $40K,37
45,Doctorate,Less than $40K,27
40,Graduate,Less than $40K,36
45,Graduate,$40K - $60K,36
43,Graduate,$60K - $80K,25
44,Post-Graduate,Less than $40K,36
49,High School,Less than $40K,44
39,High School,Less than $40K,23
49,College,$40K - $60K,44
44,Graduate,$40K - $60K,30
42,Graduate,Less than $40K,36
45,Doctorate,Less than $40K,31
38,Post-Graduate,Less than $40K,29
46,College,Unknown,40
50,Graduate,$120K +,42
43,Post-Graduate,Less than $40K,31
40,Graduate,Less than $40K,28
31,Post-Graduate,Unknown,13
49,Graduate,$40K - $60K,41
40,Uneducated,$80K - $120K,34
45,Graduate,Unknown,35
49,High School,$80K - $120K,41
36,Graduate,$40K - $60K,36
46,High School,Less than $40K,37
42,Doctorate,Less than $40K,24
46,Graduate,Unknown,39
45,Uneducated,Less than $40K,33
37,Uneducated,$120K +,23
49,High School,Less than $40K,40
41,High School,$60K - $80K,28
47,Post-Graduate,$40K - $60K,27
42,High School,$60K - $80K,36
31,Graduate,Less than $40K,17
50,Post-Graduate,$80K - $120K,45
47,Graduate,Less than $40K,40
40,Post-Graduate,$40K - $60K,30
47,High School,Less than $40K,29
46,Graduate,Unknown,30
50,Post-Graduate,$60K - $80K,36
43,Graduate,Less than $40K,31
47,Uneducated,Unknown,42
35,Graduate,Less than $40K,23
41,College,Less than $40K,32
48,Uneducated,Unknown,36
43,High School,Less than $40K,29
39,Graduate,Less than $40K,25
47,Uneducated,Less than $40K,36
44,High School,$60K - $80K,36
42,College,Unknown,23
44,College,$40K - $60K,40
47,High School,Less than $40K,31
47,High School,$80K - $120K,37
44,College,Unknown,34
45,Graduate,Less than $40K,34
37,Uneducated,Unknown,22
49,High School,$40K - $60K,44
47,Doctorate,$120K +,41
47,High School,Less than $40K,39
50,Graduate,Less than $40K,36
50,College,Unknown,36
46,College,$80K - $120K,36
40,High School,$120K +,36
42,High School,Less than $40K,32
29,Graduate,Less than $40K,25
50,High School,$80K - $120K,45
43,Graduate,Less than $40K,36
40,Uneducated,$120K +,36
45,Graduate,Unknown,40
35,Doctorate,Less than $40K,30
46,High School,$40K - $60K,37
50,High School,Less than $40K,42
47,High School,Less than $40K,36
50,High School,Less than $40K,33
48,Graduate,$40K - $60K,43
38,Graduate,Less than $40K,28
46,High School,$40K - $60K,34
49,Post-Graduate,Unknown,39
48,Uneducated,$80K - $120K,38
36,Doctorate,Unknown,23
36,College,$120K +,24
38,High School,Less than $40K,30
44,Uneducated,$120K +,39
41,Doctorate,Less than $40K,36
40,Graduate,$60K - $80K,36
46,College,$80K - $120K,34
45,Graduate,$60K - $80K,34
49,Graduate,$80K - $120K,45
41,High School,$40K - $60K,35
41,Graduate,$80K - $120K,28
41,Graduate,$60K - $80K,36
46,Graduate,Less than $40K,40
39,Uneducated,$40K - $60K,36
46,Uneducated,$60K - $80K,36
43,High School,$40K - $60K,34
50,Graduate,$120K +,38
37,Uneducated,$40K - $60K,27
33,Doctorate,Less than $40K,36
44,Post-Graduate,$60K - $80K,36
44,Uneducated,$80K - $120K,34
47,High School,$60K - $80K,39
45,Graduate,Unknown,36
39,Graduate,Unknown,28
47,Graduate,Less than $40K,36
47,Uneducated,Unknown,40
49,Graduate,Less than $40K,40
39,High School,$120K +,36
35,High School,$40K - $60K,25
39,Graduate,Less than $40K,26
34,Graduate,$60K - $80K,36
49,Uneducated,Less than $40K,35
46,Uneducated,$40K - $60K,40
45,Uneducated,$80K - $120K,38
37,Graduate,Less than $40K,36
48,High School,$40K - $60K,38
44,High School,Less than $40K,31
45,Graduate,Less than $40K,34
43,Uneducated,Unknown,36
34,Graduate,Unknown,21
33,Graduate,Less than $40K,36
45,Graduate,Unknown,27
44,Uneducated,$60K - $80K,34
30,High School,Unknown,25
46,Uneducated,$80K - $120K,33
34,High School,$80K - $120K,22
43,Graduate,Unknown,30
40,Uneducated,$80K - $120K,36
46,High School,Less than $40K,35
50,Doctorate,Less than $40K,43
35,Graduate,$40K - $60K,25
45,Graduate,$40K - $60K,34
50,Post-Graduate,Unknown,41
43,Uneducated,Less than $40K,31
41,Graduate,Less than $40K,26
42,Graduate,$60K - $80K,26
45,Uneducated,Less than $40K,32
37,High School,$40K - $60K,36
48,Post-Graduate,$40K - $60K,34
40,Post-Graduate,Unknown,29
43,Uneducated,Less than $40K,36
36,High School,Less than $40K,36
49,Doctorate,$60K - $80K,37
43,High School,$60K - $80K,36
44,High School,$40K - $60K,34
37,Post-Graduate,Less than $40K,36
34,Uneducated,$60K - $80K,25
50,Graduate,$80K - $120K,45
50,High School,Less than $40K,36
49,Doctorate,$60K - $80K,39
41,Graduate,Unknown,33
50,High School,Less than $40K,38
37,Graduate,$40K - $60K,29
50,Graduate,Unknown,44
46,Graduate,$80K - $120K,36
47,Uneducated,$60K - $80K,32
42,Doctorate,$60K - $80K,36
43,College,$80K - $120K,24
48,College,$80K - $120K,36
41,College,$40K - $60K,15
44,College,Less than $40K,31
48,Graduate,Less than $40K,37
34,High School,$40K - $60K,25
41,College,$40K - $60K,22
39,Graduate,Less than $40K,36
50,Graduate,Less than $40K,30
46,High School,Unknown,35
49,Graduate,$40K - $60K,39
49,High School,$80K - $120K,43
42,Graduate,Less than $40K,36
